Category,Region,Inventory Level,Price,Discount,Weather Condition,Promotion,Demand,Product_UID,Weekday
1,1,-0.3993858148473776,0.08433299017328569,-0.601533261808033,1,0,0.038863475721025185,S001_P0001,2
0,1,-0.7377669838745102,0.2688614390925814,0.7079993258448529,1,1,2.6338332688649126,S001_P0002,2
0,1,-0.17379836882928923,-0.1582326321964338,0.05323303201840997,1,1,0.9949049784582469,S001_P0003,2
1,1,-0.6423261413283959,0.45413395433816467,0.05323303201840997,1,0,-1.3951987783848072,S001_P0004,2
3,1,-0.5859292798238738,-0.36979549097084147,-1.256299555634476,1,0,-1.2358585279286036,S001_P0005,2
4,1,-0.3386507332271231,-0.8380612323144306,-1.256299555634476,1,0,-1.3269100996178629,S001_P0006,2
3,1,-0.7334287637587777,-1.1421363376572489,-0.601533261808033,1,0,-0.43915727564758567,S001_P0007,2
1,1,-0.18681302917648665,-0.782008235734107,-0.601533261808033,1,0,-1.190332742083974,S001_P0008,2
0,1,-0.7464434241059752,0.6170844797951236,-0.601533261808033,1,0,0.3575439766334324,S001_P0009,2
2,1,-0.41240047519457507,1.0920468180753,0.05323303201840997,1,0,-1.0082295987054557,S001_P0010,2
2,1,-0.31262141253272824,2.1582938636452633,-1.256299555634476,1,0,-1.1220440633170297,S001_P0011,2
3,1,0.008406876031474487,0.37600699007797916,-1.256299555634476,1,0,-0.21152834642443763,S001_P0012,2
4,1,-0.03497532512585021,-0.8983306047437167,-0.601533261808033,1,0,-0.07495098889054883,S001_P0013,2
3,1,-0.15210726825062687,0.2681173727662939,0.05323303201840997,1,1,1.1770081218367652,S001_P0014,2
4,1,-0.7290905436430453,-1.3623799702383437,-0.601533261808033,1,0,-1.1220440633170297,S001_P0015,2
3,1,-0.7985020654947649,-0.7572060248578576,0.05323303201840997,1,0,0.038863475721025185,S001_P0016,2
4,1,-0.6900465626014531,-1.1932288920623226,-1.256299555634476,1,0,-0.8716522411715669,S001_P0017,2
3,1,-0.02629888489438527,-0.3700435130796039,-0.601533261808033,1,0,-1.0765182774724,S001_P0018,2
2,1,-0.02629888489438527,0.6508154865868229,0.05323303201840997,1,0,-1.2586214208509185,S001_P0019,2
2,1,-0.0913721866303723,0.7725943419892075,-0.601533261808033,1,0,-1.6000648146856404,S001_P0020,2
3,2,-0.8028402856104973,0.5349891617947379,-1.256299555634476,0,0,0.1071521544879696,S002_P0001,2
4,2,-0.4080622550788426,-1.0823630094454877,2.0175319134977387,0,1,-0.18876545350212284,S002_P0002,2
3,2,-0.43409157577323737,0.6411426243450855,0.05323303201840997,0,1,1.313585479370654,S002_P0003,2
3,2,-0.551223518898014,-0.7386043667006705,0.05323303201840997,0,0,-0.07495098889054883,S002_P0004,2
1,2,-0.5729146194766764,0.571200389674062,-1.256299555634476,0,0,-0.43915727564758567,S002_P0005,2
0,2,-0.3863711545001802,-0.13194228866760935,-0.601533261808033,0,0,-0.5757346331814744,S002_P0006,2
4,2,-0.2345334504495438,-1.0875714737295,0.05323303201840997,0,0,-0.4619201685699004,S002_P0007,2
3,2,-0.707399443064383,-1.0836031199893001,-0.601533261808033,0,0,-0.02942520304591922,S002_P0008,2
3,2,-0.6770319022542557,-0.11110843153155973,0.05323303201840997,0,0,0.7217502633904692,S002_P0009,2
3,2,-0.1954894694079516,1.186791263622573,-0.601533261808033,0,0,1.8598949095062094,S002_P0010,2
3,2,-0.3516653935743205,0.38171149857951625,0.05323303201840997,0,0,-0.7806006694823077,S002_P0011,2
1,2,-0.3907093746159127,0.23661856495345723,-1.256299555634476,0,0,0.19820372617722878,S002_P0012,2
3,2,-0.5859292798238738,-1.1795876760803852,0.05323303201840997,0,0,-0.09771388181286363,S002_P0013,2
1,2,-0.5815910597081414,0.7654017008350953,0.05323303201840997,0,1,-1.1448069562393446,S002_P0014,2
0,2,-0.7854874051475674,-0.10242765772487257,0.05323303201840997,0,0,-0.39363148980295604,S002_P0015,2
0,2,-0.7551198643374402,1.0553395459784511,-0.601533261808033,0,0,1.8371320165838945,S002_P0016,2
4,2,-0.5815910597081414,-1.2507700212952213,-0.601533261808033,0,0,-1.099281170394715,S002_P0017,2
0,2,-0.698723002832918,-1.0330066098017512,-1.256299555634476,0,0,-0.7806006694823077,S002_P0018,2
0,2,-0.5338706384350842,0.3415319169599924,0.05323303201840997,0,0,-0.39363148980295604,S002_P0019,2
2,2,-0.698723002832918,1.4008343434846056,-1.256299555634476,0,0,-1.3724358854624925,S002_P0020,2
4,0,-0.45578267635189973,-1.30136653148277,0.05323303201840997,2,0,-0.02942520304591922,S003_P0001,2
3,0,0.012745096147206956,-0.4687563123670766,0.05323303201840997,2,1,-0.7123119907153632,S003_P0002,2
1,0,-0.7160758832958479,0.34351609383009235,1.3627656196712958,2,1,0.289255297866488,S003_P0003,2
3,0,-0.36468005392151787,-1.0672336608109756,-0.601533261808033,2,0,1.0176678713805616,S003_P0004,2
4,0,-0.14776904813489442,-1.2282000093978342,-0.601533261808033,2,0,-1.2813843137732333,S003_P0005,2
4,0,-0.2605627711439386,-0.6121130912317984,-1.256299555634476,2,0,0.516884227089636,S003_P0006,2
3,0,-0.17379836882928923,-1.2567225519055212,-1.256299555634476,2,0,0.6534615846235249,S003_P0007,2
0,0,0.04311263695733424,1.0836140663773755,-1.256299555634476,2,0,-0.5529717402591596,S003_P0008,2
3,0,-0.2649009912596711,-0.32242326819720496,-0.601533261808033,2,0,0.289255297866488,S003_P0009,2
3,0,-0.5208559780878868,-0.8211957289185811,0.05323303201840997,2,0,-0.16600256057980803,S003_P0010,2
1,0,-0.5555617390137465,1.5337741937813025,0.05323303201840997,2,0,0.8128018350797285,S003_P0011,2
2,0,-0.698723002832918,0.9082624354822918,-1.256299555634476,2,0,-0.7578377765599928,S003_P0012,2
3,0,-0.7898256252632999,0.43305207509335275,0.05323303201840997,2,0,1.427399943982228,S003_P0013,2
3,0,-0.06968108605170996,-0.1892353957917456,2.0175319134977387,2,1,-1.5773019217633257,S003_P0014,2
3,0,-0.5251941982036192,0.722741898127946,0.05323303201840997,2,0,0.4485955483226916,S003_P0015,2
1,0,0.021421536378671894,0.6148522808162611,0.05323303201840997,2,0,-0.12047677473517843,S003_P0016,2
2,0,-0.36034183380578544,1.064268341893901,0.05323303201840997,2,0,-0.7123119907153632,S003_P0017,2
2,0,0.008406876031474487,1.6277745730022877,-0.601533261808033,2,0,-0.8716522411715669,S003_P0018,2
3,0,-0.37335649415298283,-0.23834377332671938,-1.256299555634476,2,0,0.2209666190995436,S003_P0019,2
0,0,-0.1607837084820918,-0.08705028698159781,-0.601533261808033,2,0,-1.190332742083974,S003_P0020,2
3,3,-0.31262141253272824,-1.4596046368732416,-1.256299555634476,1,0,-0.735074883637678,S004_P0001,2
3,3,-0.01762244466292033,-1.2450655127936838,0.05323303201840997,1,1,-0.02942520304591922,S004_P0002,2
2,3,-0.5468852987822816,1.6081808264100508,1.3627656196712958,1,1,0.01610058279871038,S004_P0003,2
3,3,-0.5165177579721543,-0.4384976150980523,-1.256299555634476,1,0,-0.6212604190261041,S004_P0004,2
0,3,0.008406876031474487,0.493817491740164,0.05323303201840997,1,0,1.5867401944384316,S004_P0005,2
3,3,-0.3516653935743205,-0.8430216744896807,-1.256299555634476,1,0,-0.9171780270161964,S004_P0006,2
3,3,-0.44276801600470234,-1.1155979720196618,-0.601533261808033,1,0,-1.099281170394715,S004_P0007,2
2,3,-0.02629888489438527,0.7768107178381699,-1.256299555634476,1,0,-0.7578377765599928,S004_P0008,2
0,3,-0.3516653935743205,1.0206164507517017,-0.601533261808033,1,0,-0.34810570395832646,S004_P0009,2
3,3,-0.2779156516068685,-0.9747214142425652,-1.256299555634476,1,0,0.3347810837111176,S004_P0010,2
0,3,-0.3993858148473776,-0.4074948515027405,-1.256299555634476,1,0,-1.190332742083974,S004_P0011,2
1,3,-0.7637963045689051,1.2110974302812976,-1.256299555634476,1,0,-0.23429123934675244,S004_P0012,2
3,3,-0.6553408016755934,-1.2172870366122848,0.05323303201840997,1,0,-0.07495098889054883,S004_P0013,2
2,3,-0.7681345246846375,1.962852441940418,0.05323303201840997,1,1,-0.9854667057831409,S004_P0014,2
2,3,-0.1651219285978243,0.4253633897217154,-0.601533261808033,1,0,-1.5773019217633257,S004_P0015,2
2,3,-0.5729146194766764,1.0186322738816018,0.05323303201840997,1,0,-0.9627038128608261,S004_P0016,2
0,3,-0.23887167056527628,0.3846877638846663,0.05323303201840997,1,0,-0.6440233119484189,S004_P0017,2
2,3,-0.5295324183193517,1.7855166341752344,0.05323303201840997,1,0,-1.0537553845500853,S004_P0018,2
0,3,-0.6119586005182687,-0.3090300743240303,0.05323303201840997,1,0,-0.052188095968234025,S004_P0019,2
2,3,0.012745096147206956,1.3802485084573186,0.05323303201840997,1,0,-0.8488893482492521,S004_P0020,2
3,1,-0.45578267635189973,-1.4350504481057544,-0.601533261808033,1,0,-0.6667862048707337,S005_P0001,2
1,1,-0.6770319022542557,-0.5119121592917507,0.05323303201840997,1,1,1.6550288732053762,S005_P0002,2
4,1,-0.17379836882928923,-0.9858824091368773,1.3627656196712958,1,1,0.6762244775458396,S005_P0003,2
3,1,-0.3993858148473776,-1.5345073137195147,0.05323303201840997,1,0,0.175440833254914,S005_P0004,2
3,1,-0.43409157577323737,-1.2227435230050594,-1.256299555634476,1,0,0.7900389421574137,S005_P0005,2
3,1,-0.030637105010117738,-0.3926135249769908,-0.601533261808033,1,0,-1.0537553845500853,S005_P0006,2
3,1,0.04311263695733424,0.33260312104454265,-1.256299555634476,1,0,-0.6440233119484189,S005_P0007,2
3,1,-0.2518863309124737,0.10169453778666036,-1.256299555634476,1,0,0.8128018350797285,S005_P0008,2
3,1,-0.07401930616744243,0.6307256957770607,-1.256299555634476,1,0,-0.43915727564758567,S005_P0009,2
3,1,-0.6726936821385232,0.038200877943461754,-1.256299555634476,1,0,0.516884227089636,S005_P0010,2
1,1,-0.2909303119540659,-0.17857044511495834,-1.256299555634476,1,0,-2.237425816510455,S005_P0011,2
2,1,-0.24754811079674122,1.6007401631471765,-0.601533261808033,1,0,-0.6667862048707337,S005_P0012,2
3,1,-0.6162968206340012,0.042417253792424205,0.05323303201840997,1,0,0.061626368643339986,S005_P0013,2
2,1,-0.4080622550788426,2.278336564286311,0.05323303201840997,1,1,-0.7123119907153632,S005_P0014,2
3,1,-0.6726936821385232,-0.6190577102771482,0.05323303201840997,1,0,-0.4619201685699004,S005_P0015,2
4,1,-0.6770319022542557,-0.9047791795715416,-1.256299555634476,1,0,-0.8488893482492521,S005_P0016,2
4,1,-0.5555617390137465,-0.8998187373962918,0.05323303201840997,1,0,-0.5757346331814744,S005_P0017,2
0,1,-0.18247480906075417,-1.1634662390108232,-1.256299555634476,1,0,-0.5757346331814744,S005_P0018,2
2,1,-0.36901827403725035,1.2358996411575471,0.05323303201840997,1,0,-1.5090132429963814,S005_P0019,2
4,1,-0.6770319022542557,-1.0084524210342645,0.05323303201840997,1,0,-0.21152834642443763,S005_P0020,2
1,1,-0.8418842666520895,-0.09151468493932288,-0.601533261808033,1,0,-0.6667862048707337,S001_P0001,3
0,1,-0.1651219285978243,0.1269927928804347,0.05323303201840997,1,0,1.4046370510599133,S001_P0002,3
0,1,-0.6683554620227907,-0.07861753528367292,-1.256299555634476,1,0,0.9721420855359321,S001_P0003,3
1,1,-0.837546046536357,0.553590819951925,0.05323303201840997,1,0,-0.8033635624046225,S001_P0004,3
3,1,-0.8679135873464844,-0.14806372573717144,-1.256299555634476,1,0,-0.23429123934675244,S001_P0005,3
4,1,-0.5989439401710712,-0.8033381370876815,-0.601533261808033,1,0,-1.099281170394715,S001_P0006,3
3,1,-1.0848245931331078,-1.0441676046960635,-1.256299555634476,1,0,0.31201819078880283,S001_P0007,3
1,1,-0.36901827403725035,-0.7921771421933692,-0.601533261808033,1,0,-1.2586214208509185,S001_P0008,3
0,1,-0.5251941982036192,0.5925302910276364,0.05323303201840997,1,0,0.289255297866488,S001_P0009,3
2,1,-0.7160758832958479,1.4809454846148913,0.05323303201840997,1,1,-0.14323966765749324,S001_P0010,3
2,1,-0.5338706384350842,2.625815538662565,0.05323303201840997,1,1,0.3803068695557472,S001_P0011,3
3,1,-0.5165177579721543,0.6684250563089598,0.05323303201840997,1,1,1.6777917661276909,S001_P0012,3
4,1,-0.5251941982036192,-0.9077554448766917,0.05323303201840997,1,0,-0.14323966765749324,S001_P0013,3
3,1,-0.6770319022542557,0.04018505481356167,-1.256299555634476,1,0,-0.8716522411715669,S001_P0014,3
4,1,-0.6466643614441284,-1.3430342457548692,0.05323303201840997,1,1,-0.07495098889054883,S001_P0015,3
3,1,-1.1368832345218975,-0.8368211217706183,-1.256299555634476,1,0,-1.2358585279286036,S001_P0016,3
4,1,-0.9460015494296687,-1.278796519585383,0.05323303201840997,1,0,-1.6228277076079554,S001_P0017,3
3,1,-0.36468005392151787,-0.0741531373259482,0.05323303201840997,1,0,0.6989873704681544,S001_P0018,3
2,1,-0.2909303119540659,0.5945144678977368,0.05323303201840997,1,0,-1.3951987783848072,S001_P0019,3
2,1,-0.24754811079674122,1.2537572329884465,0.05323303201840997,1,0,-0.48468306149221524,S001_P0020,3
3,2,-1.2453387374152092,0.43131592033201516,0.05323303201840997,0,0,0.5396471200119508,S002_P0001,3
4,2,-0.9243104488510064,-0.9330536999704659,-1.256299555634476,0,0,-0.7123119907153632,S002_P0002,3
